full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,price_per_km,log_resale_price
2010 Hyundai i20 1.2 Magna,1.95,Aug-10,1197,Comprehensive,Manual,65000,First Owner,Petrol,805200,5,18.5,Hatchback,Pune,3.00E-05,1.08180517
2009 Skoda Laura 1.9 TDI MT Ambiente,2.65,Feb-09,1896,Comprehensive,Manual,95000,First Owner,Diesel,105,5,17,Sedan,Pune,2.79E-05,1.294727168
2011 Maruti Alto K10 LXI,1.95,Sep-11,998,Third Party,Manual,73000,First Owner,Petrol,67.05,5,23.95,Hatchback,Pune,2.67E-05,1.08180517
2018 Hyundai i20 1.4 Asta Option,7.75,Jul-18,1396,Third Party insurance,Manual,45000,First Owner,Diesel,88.73,5,22.54,Hatchback,Pune,0.000172222,2.1690537
2019 Hyundai Grand i10 1.2 Kappa Asta,5.2,Jul-19,1197,Third Party insurance,Manual,81000,First Owner,Petrol,81.86,5,18.9,Hatchback,Pune,6.42E-05,1.824549292
2015 Hyundai Verna 1.6 SX VTVT,5.5,Jul-15,1591,Comprehensive,Manual,99000,First Owner,Petrol,121.3,5,17.01,Sedan,Pune,5.56E-05,1.871802177
2022 Volkswagen Virtus Highline AT BSVI,15.25,,999,Third Party insurance,Automatic,4200,,Petrol,113.98,5,18.12,Sedan,Pune,0.003630952,2.788092909
2016 Renault KWID RXL,2.9,Feb-16,799,Third Party insurance,Manual,33000,First Owner,Petrol,53.3,5,25.17,Hatchback,Pune,8.79E-05,1.360976553
2012 Hyundai i10 Sportz AT,2.99,Jul-12,1197,Third Party,Automatic,74000,Second Owner,Petrol,78.9,5,16.95,Hatchback,Pune,4.04E-05,1.383791231
2015 Mercedes-Benz M-Class ML 250 CDI,24,Aug-15,2143,Comprehensive,Automatic,100000,Second Owner,Diesel,203.2,5,15.26,SUV,Pune,0.00024,3.218875825
2018 Honda WR-V i-VTEC VX,7.99,Sep-18,1199,Comprehensive,Manual,40000,First Owner,Petrol,88.7,5,17.5,SUV,Pune,0.00019975,2.196112848
2018 Honda Amaze S i-VTEC,5,Jul-18,1198,Comprehensive,Manual,77000,First Owner,Petrol,86.7,5,17.8,Sedan,Pune,6.49E-05,1.791759469
2016 Renault Duster 85PS Diesel RxL,6.1,Jul-16,1461,Comprehensive,Manual,77000,First Owner,Diesel,83.8,5,19.87,SUV,Pune,7.92E-05,1.960094784
2021 Volkswagen Taigun 1.0 TSI Highline BSVI,13.25,Nov-21,999,Comprehensive,Manual,32400,First Owner,Petrol,113.98,5,20.08,SUV,Pune,0.000408951,2.656756907
2017 Maruti Swift Dzire AMT VDI,7.99,Nov-17,1248,Third Party insurance,Automatic,84400,First Owner,Diesel,74.02,5,28.4,Sedan,Pune,9.47E-05,2.196112848
2011 Volkswagen Polo Petrol Highline 1.2L,2.85,Dec-11,1198,Comprehensive,Manual,57000,First Owner,Petrol,73.9,5,16.47,Hatchback,Pune,5.00E-05,1.348073148
2010 Honda City 1.5 S MT,3.14,Apr-10,1497,Comprehensive,Manual,55016,First Owner,Petrol,1186600,5,17,Sedan,Pune,5.71E-05,1.420695788
2015 Honda Jazz 1.2 SV i VTEC,4.95,Dec-15,1199,Comprehensive,Manual,63500,First Owner,Petrol,88.7,5,18.7,Hatchback,Pune,7.80E-05,1.78339122
2009 Mahindra Xylo E4,2.21,Jun-09,2498,Comprehensive,Manual,80000,First Owner,Diesel,1123800,7,14,MUV,Pune,2.76E-05,1.166270937
2013 Maruti SX4 ZXI MT BSIV,3.35,Nov-13,1586,Comprehensive,Manual,72500,First Owner,Petrol,103.3,5,15.5,Sedan,Pune,4.62E-05,1.470175845
2010 Ford Fiesta 1.6 ZXi Duratec,2.21,Jul-10,1596,Comprehensive,Manual,52000,First Owner,Petrol,101,5,15.3,Sedan,Pune,4.25E-05,1.166270937
2018 Honda City V MT,7.95,Oct-18,1497,Third Party insurance,Manual,37000,First Owner,Petrol,117.6,5,17.4,Sedan,Pune,0.000214865,2.191653532
2012 Skoda Rapid 1.6 MPI Elegance,2.5,Dec-12,1598,Third Party insurance,Manual,62000,Second Owner,Petrol,103.52,5,15,Sedan,Pune,4.03E-05,1.252762968
2017 Toyota Fortuner 2.8 4WD AT BSIV,33,Jan-17,2755,Third Party,Automatic,99000,Second Owner,Diesel,174.5,7,15.04,SUV,Pune,0.000333333,3.526360525
2021 Tata Altroz XZ Diesel BSVI,8.9,Sep-21,1497,Third Party,Manual,26000,First Owner,Diesel,88.77,5,23.64,Hatchback,Pune,0.000342308,2.292534757
2017 Hyundai Creta 1.6 SX Automatic,9.2,Jul-17,1591,Comprehensive,Automatic,65000,Second Owner,Petrol,121.3,5,14.8,SUV,Pune,0.000141538,2.32238772
2018 Hyundai Grand i10 Sportz,5.75,Jun-18,1197,Comprehensive,Manual,87100,First Owner,Petrol,81.86,5,18.9,Hatchback,Pune,6.60E-05,1.909542505
2017 Ford Ecosport 1.5 Diesel Titanium,7.25,Jun-17,1498,Comprehensive,Manual,32400,Second Owner,Diesel,98.96,5,21.7,SUV,Pune,0.000223765,2.1102132
2011 Hyundai Accent GLE,2.5,Jan-12,1495,Third Party insurance,Manual,80000,Second Owner,Petrol,94,5,13.2,Sedan,Pune,3.13E-05,1.252762968
2022 Honda City ZX CVT,17,Aug-22,1498,Comprehensive,Automatic,13662,First Owner,Petrol,119.35,5,18.3,Sedan,Pune,0.001244327,2.890371758
2016 Jaguar XF 2.2 Litre Executive,18.5,Aug-16,2179,Third Party insurance,Automatic,86669,First Owner,Diesel,187.7,5,16.36,Sedan,Pune,0.000213456,2.970414466
2017 Mercedes-Benz GLA Class 200 CDI,19.5,Aug-17,2143,Third Party insurance,Automatic,42000,Second Owner,Diesel,136,5,17.9,SUV,Pune,0.000464286,3.020424886
2019 Maruti Ertiga 1.5 ZDI Plus,12.85,Mar-19,1498,Third Party insurance,Manual,85000,First Owner,Diesel,93.87,7,24.2,MUV,Pune,0.000151176,2.628285233
2013 Mahindra Scorpio EX 2WD 9S,5.95,May-13,2523,Third Party insurance,Manual,91000,Second Owner,Diesel,75,9,14,SUV,Pune,6.54E-05,1.93874166
2018 Honda City i-VTEC V,7.85,Nov-18,1497,Comprehensive,Manual,45000,Second Owner,Petrol,117.6,5,17.4,Sedan,Pune,0.000174444,2.180417459
2017 Mahindra Scorpio Intelli Hybrid S10,11.95,Feb-17,2179,Third Party insurance,Manual,150000,First Owner,Diesel,120,7,15.4,SUV,Pune,7.97E-05,2.561095788
2017 Mahindra XUV500 R W10 FWD,11.95,Mar-17,2179,Third Party insurance,Manual,115000,First Owner,Diesel,140,7,16,SUV,Pune,0.000103913,2.561095788
2019 Tata Hexa XT 4X4,9.85,Feb-19,2179,Third Party insurance,Manual,77516,Second Owner,Diesel,153.86,7,17.6,SUV,Pune,0.000127071,2.38416508
2015 Mahindra XUV500 R W10 FWD,10.65,Jul-15,2179,Third Party insurance,Manual,60000,First Owner,Diesel,140,7,16,SUV,Pune,0.0001775,2.45530618
2015 Mahindra XUV500 W8 FWD,8.95,Sep-15,2179,Third Party insurance,Manual,120000,First Owner,Diesel,140,7,15.1,SUV,Pune,7.46E-05,2.297572551
2017 Hyundai i20 Asta Option,6.25,Jul-17,1197,Third Party insurance,Manual,24000,First Owner,Petrol,81.86,5,18.6,Hatchback,Pune,0.000260417,1.981001469
2008 Maruti Alto LXi,1.35,Jan-08,796,Third Party insurance,Manual,80000,First Owner,Petrol,46.3,5,19.7,Hatchback,Pune,1.69E-05,0.854415328
2011 Hyundai i20 Asta,2.95,Feb-11,1197,Comprehensive,Manual,69000,Second Owner,Petrol,805200,5,17,Hatchback,Pune,4.28E-05,1.373715579
2019 Hyundai Verna VTVT 1.6 AT SX Option,9.49,Jul-19,1591,Third Party insurance,Automatic,62000,First Owner,Petrol,121.3,5,17,Sedan,Pune,0.000153065,2.350422422
2018 Renault KWID 1.0 RXT Optional,3.25,Feb-18,999,Third Party insurance,Manual,54000,Second Owner,Petrol,67,5,23.01,Hatchback,Pune,6.02E-05,1.446918983
2015 Hyundai Verna 1.6 VTVT S,5.99,Dec-15,1591,Comprehensive,Manual,47500,Second Owner,Petrol,121.3,5,17.01,Sedan,Pune,0.000126105,1.944480556
2016 Ford Aspire 1.2 Ti-VCT Ambiente ABS,4.16,Apr-16,1196,Comprehensive,Manual,28034,First Owner,Petrol,86.8,5,18.16,Sedan,Pune,0.000148391,1.640936579
2022 Maruti Ertiga VXI AT BSVI,13.28,May-22,1462,Comprehensive,Automatic,9406,First Owner,Petrol,101.65,7,20.3,MUV,Pune,0.001411865,2.658859957
2012 Skoda Superb Elegance 1.8 TSI AT,4.75,Dec-12,1798,Comprehensive,Automatic,58000,First Owner,Petrol,157.75,5,13.7,Sedan,Pune,8.19E-05,1.749199855
2022 Volkswagen Tiguan 2.0 TSI Elegance BSVI,37.5,,1984,Third Party insurance,Automatic,6000,,Petrol,187.74,5,12.65,SUV,Pune,0.00625,3.650658241
2017 Audi Q3 35 TDI Quattro Premium,18.75,Jan-17,1968,Third Party insurance,Automatic,65000,First Owner,Diesel,174.33,5,15.73,SUV,Pune,0.000288462,2.983153491
2019 Maruti Baleno 1.2 CVT Delta,6.9,Jun-19,1197,Comprehensive,Automatic,24000,First Owner,Petrol,83.1,5,21.4,Hatchback,Pune,0.0002875,2.066862759
2021 Honda City VX MT,11,Jun-21,1497,Comprehensive,Manual,44000,First Owner,Petrol,117.6,5,17.4,Sedan,Pune,0.00025,2.48490665
2016 Maruti Ertiga BSIV VXI,7.9,Oct-16,1373,Comprehensive,Manual,36000,First Owner,Petrol,91.1,7,17.5,MUV,Pune,0.000219444,2.186051277
2011 Volkswagen Vento Petrol Highline,2.99,Dec-11,1598,Comprehensive,Manual,58000,First Owner,Petrol,103.6,5,15.04,Sedan,Pune,5.16E-05,1.383791231
2011 Tata Manza ELAN Safire BS IV,1.7,Dec-11,1368,Comprehensive,Manual,73000,Second Owner,Petrol,88.8,5,13.7,Sedan,Pune,2.33E-05,0.993251773
2013 Maruti Zen Estilo LXI Green (CNG),2.4,Dec-13,998,Comprehensive,Manual,52000,First Owner,CNG,67.1,5,26.3,Hatchback,Pune,4.62E-05,1.223775432
2015 Honda City i VTEC CVT SV,6.25,Jan-15,1497,Comprehensive,Automatic,68000,First Owner,Petrol,117.3,5,18,Sedan,Pune,9.19E-05,1.981001469
2016 Mahindra XUV500 R W10 FWD,11.75,Apr-16,2179,Comprehensive,Manual,53000,First Owner,Diesel,140,7,16,SUV,Pune,0.000221698,2.545531272
2016 Tata Nano CNG CX,1.55,Jan-16,624,Comprehensive,Manual,46745,First Owner,CNG,32.5,4,36,Hatchback,Pune,3.32E-05,0.936093359
2006 Maruti Swift 1.2 VXi BSII,1.65,Jun-06,1197,Comprehensive,Manual,78000,Second Owner,Petrol,85,5,16.1,Hatchback,Pune,2.12E-05,0.97455964
2017 Tata Tigor 1.2 Revotron XT,4.85,Jun-17,1199,Third Party,Manual,46000,Second Owner,Petrol,84,5,20.3,Sedan,Pune,0.000105435,1.766441661
2017 Tata Nano Twist XTA,2.4,Jun-17,624,Comprehensive,Automatic,50000,First Owner,Petrol,37.5,4,25.4,Hatchback,Pune,4.80E-05,1.223775432
2017 Ford Ecosport 1.5 Diesel Titanium Plus,6.75,Jun-17,1498,Third Party insurance,Manual,89000,First Owner,Diesel,98.96,5,21.7,SUV,Pune,7.58E-05,2.047692843
2018 Tata Tigor XZ Plus BSVI,4.95,Aug-18,1199,Comprehensive,Manual,68000,Second Owner,Petrol,84.82,5,19.28,Sedan,Pune,7.28E-05,1.78339122
2018 Tata Tiago 1.2 Revotron XZ,4.85,Nov-18,1199,Comprehensive,Manual,42000,First Owner,Petrol,84,5,23.84,Hatchback,Pune,0.000115476,1.766441661
2014 Tata Nano XT,1.45,Oct-14,624,Comprehensive,Manual,35000,First Owner,Petrol,37.48,4,23.9,Hatchback,Pune,4.14E-05,0.896088025
2018 Honda Jazz 1.2 V AT i VTEC,6.75,May-18,1199,Comprehensive,Automatic,89000,First Owner,Petrol,88.7,5,19,Hatchback,Pune,7.58E-05,2.047692843
2017 Hyundai Creta 1.6 SX,7.94,Jun-17,1591,Comprehensive,Manual,85000,First Owner,Petrol,121.3,5,15.8,SUV,Pune,9.34E-05,2.190535589
2017 Honda City i VTEC V,7.85,Feb-17,1497,Third Party insurance,Manual,40000,First Owner,Petrol,117.3,5,17.8,Sedan,Pune,0.00019625,2.180417459
2015 Honda Mobilio V Option i-DTEC,5.65,Apr-15,1498,Third Party insurance,Manual,98000,Second Owner,Diesel,98.6,7,24.2,MUV,Pune,5.77E-05,1.894616855
2019 Tata Nexon 1.2 Revotron XM,7.5,Jan-19,1198,Third Party insurance,Manual,19000,First Owner,Petrol,108.5,5,17,SUV,Pune,0.000394737,2.140066163
2018 Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,10,Feb-18,1498,Comprehensive,Automatic,78700,First Owner,Diesel,108.5,5,21.5,Sedan,Pune,0.000127065,2.397895273
2017 Maruti Wagon R LXI,3.6,Jun-17,998,Third Party insurance,Manual,67000,First Owner,Petrol,67.05,5,21.79,Hatchback,Pune,5.37E-05,1.526056303
2013 Hyundai i10 Magna,2.75,Jan-13,1197,Comprehensive,Manual,46300,Second Owner,Petrol,78.9,5,20.36,Hatchback,Pune,5.94E-05,1.32175584
2017 Maruti Celerio VXI CNG,4.75,Jun-17,998,Third Party insurance,Manual,67000,First Owner,CNG,58.33,5,30.47,Hatchback,Pune,7.09E-05,1.749199855
2011 Honda Jazz S,2.9,Jun-11,1198,Third Party insurance,Manual,77000,First Owner,Petrol,9066,5,16,Hatchback,Pune,3.77E-05,1.360976553
2009 Honda City 1.5 E MT,2.65,Jun-09,1497,Comprehensive,Manual,73000,First Owner,Petrol,1186600,5,17,Sedan,Pune,3.63E-05,1.294727168
2019 Toyota Yaris J,7.8,May-19,1496,Comprehensive,Manual,15000,First Owner,Petrol,105.94,5,17.1,Sedan,Pune,0.00052,2.174751721
2021 Maruti Wagon R CNG LXI,6,Mar-21,998,Third Party,Manual,63000,First Owner,CNG,58.33,5,32.52,Hatchback,Pune,9.52E-05,1.945910149
2021 Tata Tiago XZ Plus,6.25,Sep-21,1199,Comprehensive,Manual,38000,First Owner,Petrol,83.83,5,23.84,Hatchback,Pune,0.000164474,1.981001469
2014 Hyundai i20 Sportz Option 1.2,4.25,Mar-14,1197,Comprehensive,Manual,73100,First Owner,Petrol,81.83,5,18.6,Hatchback,Pune,5.81E-05,1.658228077
2017 Honda Jazz 1.2 SV i VTEC,5.5,Dec-17,1199,Third Party insurance,Manual,41000,First Owner,Petrol,88.7,5,18.7,Hatchback,Pune,0.000134146,1.871802177
2014 Hyundai Xcent 1.2 Kappa S AT,4,Jun-14,1197,Third Party insurance,Automatic,81000,First Owner,Petrol,82,5,19.1,Sedan,Pune,4.94E-05,1.609437912
2010 Hyundai Accent GLE,2.7,Jul-10,1495,Third Party insurance,Manual,75000,Second Owner,Petrol,94,5,13.2,Sedan,Pune,3.60E-05,1.30833282
2022 Maruti Ertiga VXi (O) CNG,11.4,Jun-22,1462,Third Party insurance,Manual,35000,First Owner,CNG,86.63,7,26.11,MUV,Pune,0.000325714,2.517696473
2014 Nissan Micra XV CVT,3.49,Jan-14,1198,Third Party,Automatic,39000,Second Owner,Petrol,76,5,19.34,Hatchback,Pune,8.95E-05,1.501852702
2015 Hyundai Xcent 1.2 Kappa S Option,4.5,Mar-15,1197,Comprehensive,Manual,45000,First Owner,Petrol,81.86,5,19.1,Sedan,Pune,0.0001,1.704748092
2010 Hyundai Accent GLE,2.5,Apr-10,1495,Third Party insurance,Manual,68000,First Owner,Petrol,94,5,13.2,Sedan,Pune,3.68E-05,1.252762968
2018 Mahindra XUV500 W9,13.8,Aug-18,2179,Comprehensive,Manual,74000,First Owner,Diesel,152.87,7,15.1,SUV,Pune,0.000186486,2.694627181
2017 Renault Duster 85PS Diesel RxS,7.35,Jun-17,1461,Comprehensive,Manual,92000,First Owner,Diesel,83.8,5,19.87,SUV,Pune,7.99E-05,2.122261539
2022 Volkswagen Taigun 1.5 TSI GT BSVI,20,,1498,Third Party insurance,Manual,11000,,Petrol,147.51,5,18.47,SUV,Pune,0.001818182,3.044522438
2014 Tata Nano XE,1.2,Mar-15,624,Third Party insurance,Manual,23000,First Owner,Petrol,37.48,4,23.9,Hatchback,Pune,5.22E-05,0.78845736
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,18.5,,999,Third Party insurance,Automatic,5600,,Petrol,113.98,5,18.41,SUV,Pune,0.003303571,2.970414466
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,18.5,,999,Third Party insurance,Automatic,11500,,Petrol,113.98,5,18.41,SUV,Pune,0.001608696,2.970414466
2015 Honda Jazz 1.2 SV i VTEC,4.95,Oct-15,1199,Third Party,Manual,75000,Second Owner,Petrol,88.7,5,18.7,Hatchback,Pune,6.60E-05,1.78339122
2011 Volkswagen Jetta 2.0L TDI Highline AT,5.75,Jul-11,1968,Third Party,Automatic,116800,Second Owner,Diesel,138.1,5,16.96,Sedan,Pune,4.92E-05,1.909542505
2018 Hyundai Tucson 2.0 e-VGT 2WD AT GL,18.75,Apr-18,1995,Third Party,Automatic,70615,First Owner,Diesel,182.46,5,16.38,SUV,Pune,0.000265524,2.983153491
2016 Toyota Etios Liva 1.2 VX,3.95,Sep-16,1197,Third Party insurance,Manual,69000,Second Owner,Petrol,78.9,5,17.71,Hatchback,Pune,5.72E-05,1.599387577
2016 Maruti Alto 800 CNG LX,2.99,Dec-16,796,Comprehensive,Manual,65000,First Owner,CNG,47.3,5,30.46,Hatchback,Pune,4.60E-05,1.383791231
2016 Hyundai i20 Asta 1.2,6.1,Jun-16,1197,Comprehensive,Manual,72000,First Owner,Petrol,81.83,5,18.6,Hatchback,Pune,8.47E-05,1.960094784
2016 Tata Tiago 1.2 Revotron XZ,3.65,Jun-16,1199,Third Party insurance,Manual,98000,First Owner,Petrol,84,5,23.84,Hatchback,Pune,3.72E-05,1.53686722
2013 Honda Amaze E i-Dtech,3.9,Jun-13,1498,Comprehensive,Manual,71000,First Owner,Diesel,98.6,5,25.8,Sedan,Pune,5.49E-05,1.589235205
2016 Hyundai Grand i10 Sportz,4.5,Jun-16,1197,Comprehensive,Manual,68000,First Owner,Petrol,82,5,18.9,Hatchback,Pune,6.62E-05,1.704748092
2010 Maruti A-Star Vxi,1.7,Jun-10,998,Third Party insurance,Manual,74000,First Owner,Petrol,66.1,5,19,Hatchback,Pune,2.30E-05,0.993251773
2016 Nissan Micra XL Optional,3.2,Jun-16,1198,Comprehensive,Manual,70000,First Owner,Petrol,75,5,18.44,Hatchback,Pune,4.57E-05,1.435084525
2018 Maruti Swift Dzire VXI 1.2,6.1,Jun-18,1197,Third Party insurance,Manual,40000,First Owner,Petrol,81.8,5,21.21,Sedan,Pune,0.0001525,1.960094784
2015 Honda Brio S MT,3.5,Sep-15,1198,Comprehensive,Manual,53400,Second Owner,Petrol,86.8,5,19.4,Hatchback,Pune,6.55E-05,1.504077397
2013 Hyundai i20 Magna,4,Aug-13,1197,Comprehensive,Manual,65900,First Owner,Petrol,82.85,5,18.5,Hatchback,Pune,6.07E-05,1.609437912
2012 Honda Civic 1.8 V AT Sunroof,3.75,Jun-12,1799,Third Party,Automatic,77000,First Owner,Petrol,130.3,5,13.9,Sedan,Pune,4.87E-05,1.558144618
2019 MG Hector Sharp DCT,14.7,Oct-19,1451,Comprehensive,Automatic,72000,First Owner,Petrol,141,5,13.96,SUV,Pune,0.000204167,2.753660712
2013 Maruti Swift ZXI,3.75,Feb-13,1197,Third Party,Manual,49000,First Owner,Petrol,85.8,5,18.6,Hatchback,Pune,7.65E-05,1.558144618
2019 Honda Amaze V CVT Diesel BSIV,8.75,Feb-19,1498,Comprehensive,Automatic,71000,First Owner,Diesel,78.9,5,23.8,Sedan,Pune,0.000123239,2.277267285
2014 Maruti Swift VVT VXI,4.45,Jun-14,1197,Third Party insurance,Manual,65000,First Owner,Petrol,81.8,5,22,Hatchback,Pune,6.85E-05,1.695615609
2012 Volkswagen Vento Petrol Highline AT,2.99,Dec-12,1598,Comprehensive,Automatic,57000,Second Owner,Petrol,103.6,5,14.4,Sedan,Pune,5.25E-05,1.383791231
2016 Honda City i VTEC CVT VX,7.5,Jul-16,1497,Comprehensive,Automatic,58500,Second Owner,Petrol,117.3,5,18,Sedan,Pune,0.000128205,2.140066163
2016 Volkswagen Jetta 2.0L TDI Highline AT,9.21,Nov-16,1968,Comprehensive,Automatic,84000,Second Owner,Diesel,138.03,5,16.96,Sedan,Pune,0.000109643,2.323367632
2013 Volkswagen Polo 1.2 MPI Comfortline,4.35,Nov-13,1198,Comprehensive,Manual,62000,First Owner,Petrol,74,5,16.47,Hatchback,Pune,7.02E-05,1.677096561
2008 Maruti Wagon R LXI,1.7,May-08,998,Third Party insurance,Manual,60000,First Owner,Petrol,67.05,5,21.79,Hatchback,Pune,2.83E-05,0.993251773
2010 Tata Manza Aqua Safire,2,Feb-10,1368,Third Party insurance,Manual,106000,First Owner,Petrol,90,5,15,Sedan,Pune,1.89E-05,1.098612289
2016 Mahindra XUV500 AT W10 AWD,10.45,Jun-16,2179,Third Party insurance,Automatic,135000,First Owner,Diesel,140,7,16,SUV,Pune,7.74E-05,2.43798973
2017 Hyundai i20 Sportz 1.2,5.95,Jun-17,1197,Third Party insurance,Manual,30000,First Owner,Petrol,81.83,5,18.6,Hatchback,Pune,0.000198333,1.93874166
2009 Honda City 1.5 S MT,2.65,Jun-09,1497,Third Party insurance,Manual,73000,First Owner,Petrol,1186600,5,17,Sedan,Pune,3.63E-05,1.294727168
2022 Toyota Hyryder V HYBRID BSVI,21.5,Jun-22,1490,Comprehensive,Automatic,10000,First Owner,Petrol,91.18,5,27.97,SUV,Pune,0.00215,3.113515309
2018 Volkswagen Tiguan 2.0 TDI Highline,23,Jul-18,1968,Comprehensive,Automatic,53300,First Owner,Diesel,141,5,16.65,SUV,Pune,0.00043152,3.17805383
2019 Hyundai i20 1.2 Asta,7.5,Mar-19,1197,Third Party insurance,Manual,36543,First Owner,Petrol,81.83,5,18.6,Hatchback,Pune,0.000205238,2.140066163
2022 Hyundai i20 Asta Opt,9.3,Jun-22,1197,Comprehensive,Manual,15000,First Owner,Petrol,81.8,5,21,Hatchback,Pune,0.00062,2.332143895
2011 Skoda Superb Elegance 1.8 TSI,4.5,Dec-12,1798,Comprehensive,Manual,58000,Second Owner,Petrol,157.75,5,13.7,Sedan,Pune,7.76E-05,1.704748092
2010 Ford Endeavour 3.0L 4X4 AT,4.5,Dec-11,2953,Comprehensive,Automatic,82000,Second Owner,Diesel,153.86,7,11.4,SUV,Pune,5.49E-05,1.704748092
2008 Honda CR-V 2.4 MT,2.99,Dec-08,2354,Comprehensive,Manual,119000,Second Owner,Petrol,152,5,10.8,SUV,Pune,2.51E-05,1.383791231
2014 Ford Ecosport 1.5 Ti VCT MT Trend,4.4,Dec-14,1499,Comprehensive,Manual,58000,First Owner,Petrol,110,5,15.8,SUV,Pune,7.59E-05,1.686398954
2015 Volkswagen Polo 1.2 MPI Comfortline,5.15,Jul-15,1199,Third Party insurance,Manual,51700,First Owner,Petrol,74,5,16.2,Hatchback,Pune,9.96E-05,1.816452082
2022 Volkswagen Virtus GT Plus DSG BSVI,19.75,,1498,Third Party insurance,Automatic,6000,,Petrol,147.51,5,18.67,Sedan,Pune,0.003291667,3.032546247
2017 Skoda Rapid 1.6 MPI Ambition BSIV,7.5,Jun-17,1598,Comprehensive,Manual,63700,First Owner,Petrol,103.2,5,15.41,Sedan,Pune,0.000117739,2.140066163
2014 Maruti Wagon R VXI Plus Optional,3.5,Jun-14,998,Comprehensive,Manual,55000,First Owner,Petrol,67.04,5,20.51,Hatchback,Pune,6.36E-05,1.504077397
2017 Maruti Ciaz VXi Plus,6.2,Jan-17,1373,Comprehensive,Manual,65200,First Owner,Petrol,91.1,5,20.73,Sedan,Pune,9.51E-05,1.974081026
2010 Skoda Superb Elegance 2.0 TDI CR AT,4,Aug-10,1968,Comprehensive,Automatic,101000,First Owner,Diesel,138.1,5,17.2,Sedan,Pune,3.96E-05,1.609437912
2008 Toyota Corolla Altis 1.8 VL AT,2.5,Oct-08,1794,Comprehensive,Automatic,113000,Third Owner,Petrol,138.1,5,14.53,Sedan,Pune,2.21E-05,1.252762968
2010 Ford Endeavour 3.0L 4X4 AT,4.7,Aug-10,2953,Comprehensive,Automatic,82000,Second Owner,Diesel,153.86,7,11.4,SUV,Pune,5.73E-05,1.740466175
2008 Honda CR-V 2.0L 2WD MT,3,Nov-08,1997,Comprehensive,Manual,119000,Second Owner,Petrol,141.1,5,13.1,SUV,Pune,2.52E-05,1.386294361
2011 Nissan Micra XL Primo,2,Jun-11,1198,Comprehensive,Manual,58000,First Owner,Petrol,75,5,18.06,Hatchback,Pune,3.45E-05,1.098612289
2009 Maruti Wagon R LXI,1.59,Jul-09,998,Third Party,Manual,71000,First Owner,Petrol,67.1,5,18.9,Hatchback,Pune,2.24E-05,0.951657876
2023 Tata Harrier XT,18.5,Jan-23,1956,Comprehensive,Manual,15000,First Owner,Diesel,167.67,5,16.35,SUV,Pune,0.001233333,2.970414466
2017 Honda City i VTEC SV,6.5,Jun-17,1497,Third Party insurance,Manual,69000,Second Owner,Petrol,117.3,5,17.8,Sedan,Pune,9.42E-05,2.014903021
2012 Ford Figo Diesel ZXI,3.25,Jun-12,1399,Comprehensive,Manual,54000,First Owner,Diesel,68.05,5,20,Hatchback,Pune,6.02E-05,1.446918983
2014 Maruti Swift Dzire VDI,5.9,Oct-14,1248,Third Party insurance,Manual,45000,First Owner,Diesel,74,5,23.4,Sedan,Pune,0.000131111,1.931521412
2013 Volkswagen Polo GT TDI,5.99,Jan-14,1598,Comprehensive,Manual,57000,First Owner,Diesel,103.6,5,15.11,Hatchback,Pune,0.000105088,1.944480556
2016 Hyundai i20 Active SX Petrol,6.5,Oct-16,1197,Comprehensive,Manual,11000,First Owner,Petrol,81.86,5,17.19,Hatchback,Pune,0.000590909,2.014903021
2014 Volkswagen Polo GT TSI,5.4,Jul-14,1197,Third Party insurance,Automatic,64500,First Owner,Petrol,103.6,5,17.21,Hatchback,Pune,8.37E-05,1.85629799
2012 Hyundai i10 Sportz AT,3.49,May-12,1197,Third Party insurance,Automatic,59000,First Owner,Petrol,78.9,5,16.95,Hatchback,Pune,5.92E-05,1.501852702
2013 Honda Amaze S i-Dtech,4.35,May-13,1498,Third Party insurance,Manual,79000,First Owner,Diesel,98.6,5,25.8,Sedan,Pune,5.51E-05,1.677096561
2019 Honda WR-V i-VTEC S,7.75,May-19,1199,Third Party insurance,Manual,15000,First Owner,Petrol,88.7,5,17.5,SUV,Pune,0.000516667,2.1690537
2010 Maruti Wagon R LXI Opt,2.19,Jan-10,998,Comprehensive,Manual,76000,Second Owner,Petrol,67.05,5,21.79,Hatchback,Pune,2.88E-05,1.160020917
2013 Maruti Wagon R CNG LXI BSIV,3.99,May-13,998,Third Party insurance,Manual,80000,First Owner,CNG,67.04,5,33.54,Hatchback,Pune,4.99E-05,1.60743591
2021 Hyundai Alcazar Signature (O) Diesel AT,20.8,May-21,1493,Comprehensive,Automatic,21000,First Owner,Diesel,113.98,6,18.1,SUV,Pune,0.000990476,3.08190997
2021 Hyundai Alcazar Platinum AT,18.5,May-21,1999,Comprehensive,Automatic,18000,First Owner,Petrol,156.9,6,14.2,SUV,Pune,0.001027778,2.970414466
2015 Honda Mobilio S i-VTEC,5.35,Dec-15,1497,Comprehensive,Manual,56000,Second Owner,Petrol,117.3,7,17.3,MUV,Pune,9.55E-05,1.848454813
